Time,Absorbance,Peak,Protein
9.212477138,158.8038322,NA,NA
9.410261708,158.8038322,NA,NA
9.608046277,158.8038322,NA,NA
9.805830847,158.8038322,NA,NA
10.00361542,158.8038322,2,Non-peptidic (nucleosides)
10.21458562,169.1842619,2,Non-peptidic (nucleosides)
10.1354718,150.1534741,2,Non-peptidic (nucleosides)
10.3112803,550.9533997,2,Non-peptidic (nucleosides)
10.30029227,517.7936936,2,Non-peptidic (nucleosides)
10.30029227,491.8426193,2,Non-peptidic (nucleosides)
10.30029227,465.891545,2,Non-peptidic (nucleosides)
10.30029227,439.9404707,2,Non-peptidic (nucleosides)
10.30029227,413.9893963,2,Non-peptidic (nucleosides)
10.30029227,388.038322,2,Non-peptidic (nucleosides)
10.30029227,362.0872477,2,Non-peptidic (nucleosides)
10.30029227,336.1361734,2,Non-peptidic (nucleosides)
10.33325637,310.1850991,2,Non-peptidic (nucleosides)
10.30029227,284.2340247,2,Non-peptidic (nucleosides)
10.30029227,258.2829504,2,Non-peptidic (nucleosides)
10.30029227,232.3318761,2,Non-peptidic (nucleosides)
10.30029227,206.3808018,2,Non-peptidic (nucleosides)
10.39918456,3190.754348,2,Non-peptidic (nucleosides)
10.36622046,3160.478095,2,Non-peptidic (nucleosides)
10.36622046,3134.527021,2,Non-peptidic (nucleosides)
10.36622046,3108.575946,2,Non-peptidic (nucleosides)
10.36622046,3082.624872,2,Non-peptidic (nucleosides)
10.36622046,3056.673798,2,Non-peptidic (nucleosides)
10.36622046,3030.722723,2,Non-peptidic (nucleosides)
10.36622046,3004.771649,2,Non-peptidic (nucleosides)
10.36622046,2978.820575,2,Non-peptidic (nucleosides)
10.36622046,2952.869501,2,Non-peptidic (nucleosides)
10.36622046,2926.918426,2,Non-peptidic (nucleosides)
10.36622046,2900.967352,2,Non-peptidic (nucleosides)
10.36622046,2875.016278,2,Non-peptidic (nucleosides)
10.36622046,2849.065203,2,Non-peptidic (nucleosides)
10.36622046,2823.114129,2,Non-peptidic (nucleosides)
10.36622046,2797.163055,2,Non-peptidic (nucleosides)
10.36622046,2771.21198,2,Non-peptidic (nucleosides)
10.36622046,2745.260906,2,Non-peptidic (nucleosides)
10.36622046,2719.309832,2,Non-peptidic (nucleosides)
10.36622046,2693.358757,2,Non-peptidic (nucleosides)
10.36622046,2667.407683,2,Non-peptidic (nucleosides)
10.36622046,2641.456609,2,Non-peptidic (nucleosides)
10.36622046,2615.505534,2,Non-peptidic (nucleosides)
10.36622046,2589.55446,2,Non-peptidic (nucleosides)
10.36622046,2563.603386,2,Non-peptidic (nucleosides)
10.36622046,2537.652311,2,Non-peptidic (nucleosides)
10.36622046,2511.701237,2,Non-peptidic (nucleosides)
10.36622046,2485.750163,2,Non-peptidic (nucleosides)
10.36622046,2459.799088,2,Non-peptidic (nucleosides)
10.36622046,2433.848014,2,Non-peptidic (nucleosides)
10.36622046,2407.89694,2,Non-peptidic (nucleosides)
10.36622046,2381.945866,2,Non-peptidic (nucleosides)
10.36622046,2355.994791,2,Non-peptidic (nucleosides)
10.36622046,2330.043717,2,Non-peptidic (nucleosides)
10.36622046,2304.092643,2,Non-peptidic (nucleosides)
10.36622046,2278.141568,2,Non-peptidic (nucleosides)
10.36622046,2252.190494,2,Non-peptidic (nucleosides)
10.36622046,2226.23942,2,Non-peptidic (nucleosides)
10.36622046,2200.288345,2,Non-peptidic (nucleosides)
10.36622046,2174.337271,2,Non-peptidic (nucleosides)
10.36622046,2148.386197,2,Non-peptidic (nucleosides)
10.36622046,2122.435122,2,Non-peptidic (nucleosides)
10.36622046,2096.484048,2,Non-peptidic (nucleosides)
10.36622046,2070.532974,2,Non-peptidic (nucleosides)
10.36622046,2044.581899,2,Non-peptidic (nucleosides)
10.36622046,2018.630825,2,Non-peptidic (nucleosides)
10.36622046,1992.679751,2,Non-peptidic (nucleosides)
10.36622046,1966.728676,2,Non-peptidic (nucleosides)
10.36622046,1940.777602,2,Non-peptidic (nucleosides)
10.36622046,1914.826528,2,Non-peptidic (nucleosides)
10.36622046,1888.875453,2,Non-peptidic (nucleosides)
10.36622046,1862.924379,2,Non-peptidic (nucleosides)
10.36622046,1836.973305,2,Non-peptidic (nucleosides)
10.36622046,1811.02223,2,Non-peptidic (nucleosides)
10.36622046,1785.071156,2,Non-peptidic (nucleosides)
10.36622046,1759.120082,2,Non-peptidic (nucleosides)
10.36622046,1733.169008,2,Non-peptidic (nucleosides)
10.36622046,1707.217933,2,Non-peptidic (nucleosides)
10.36622046,1681.266859,2,Non-peptidic (nucleosides)
10.36622046,1655.315785,2,Non-peptidic (nucleosides)
10.36622046,1629.36471,2,Non-peptidic (nucleosides)
10.36622046,1603.413636,2,Non-peptidic (nucleosides)
10.36622046,1577.462562,2,Non-peptidic (nucleosides)
10.36622046,1551.511487,2,Non-peptidic (nucleosides)
10.36622046,1525.560413,2,Non-peptidic (nucleosides)
10.36622046,1499.609339,2,Non-peptidic (nucleosides)
10.36622046,1473.658264,2,Non-peptidic (nucleosides)
10.36622046,1447.70719,2,Non-peptidic (nucleosides)
10.36622046,1421.756116,2,Non-peptidic (nucleosides)
10.36622046,1395.805041,2,Non-peptidic (nucleosides)
10.36622046,1369.853967,2,Non-peptidic (nucleosides)
10.36622046,1343.902893,2,Non-peptidic (nucleosides)
10.36622046,1317.951818,2,Non-peptidic (nucleosides)
10.36622046,1292.000744,2,Non-peptidic (nucleosides)
10.36622046,1266.04967,2,Non-peptidic (nucleosides)
10.36622046,1240.098595,2,Non-peptidic (nucleosides)
10.36622046,1214.147521,2,Non-peptidic (nucleosides)
10.36622046,1188.196447,2,Non-peptidic (nucleosides)
10.36622046,1162.245373,2,Non-peptidic (nucleosides)
10.36622046,1136.294298,2,Non-peptidic (nucleosides)
10.36622046,1110.343224,2,Non-peptidic (nucleosides)
10.36622046,1084.39215,2,Non-peptidic (nucleosides)
10.36622046,1058.441075,2,Non-peptidic (nucleosides)
10.36622046,1032.490001,2,Non-peptidic (nucleosides)
10.36622046,1006.538927,2,Non-peptidic (nucleosides)
10.36622046,980.5878523,2,Non-peptidic (nucleosides)
10.36622046,954.636778,2,Non-peptidic (nucleosides)
10.36622046,928.6857037,2,Non-peptidic (nucleosides)
10.36622046,902.7346293,2,Non-peptidic (nucleosides)
10.36622046,876.783555,2,Non-peptidic (nucleosides)
10.36622046,850.8324807,2,Non-peptidic (nucleosides)
10.36622046,824.8814064,2,Non-peptidic (nucleosides)
10.36622046,798.9303321,2,Non-peptidic (nucleosides)
10.36622046,772.9792577,2,Non-peptidic (nucleosides)
10.36622046,747.0281834,2,Non-peptidic (nucleosides)
10.36622046,721.0771091,2,Non-peptidic (nucleosides)
10.36622046,695.1260348,2,Non-peptidic (nucleosides)
10.36622046,669.1749605,2,Non-peptidic (nucleosides)
10.36622046,643.2238862,2,Non-peptidic (nucleosides)
10.36622046,617.2728118,2,Non-peptidic (nucleosides)
10.36622046,591.3217375,2,Non-peptidic (nucleosides)
10.33325637,176.1045484,2,Non-peptidic (nucleosides)
10.33325637,154.4786531,2,Non-peptidic (nucleosides)
10.46511275,3417.826249,2,Non-peptidic (nucleosides)
10.46511275,3388.270859,2,Non-peptidic (nucleosides)
10.46511275,3363.761511,2,Non-peptidic (nucleosides)
10.43214865,3333.485257,2,Non-peptidic (nucleosides)
10.43214865,3307.534183,2,Non-peptidic (nucleosides)
10.43214865,3281.583109,2,Non-peptidic (nucleosides)
10.43214865,3255.632034,2,Non-peptidic (nucleosides)
10.43214865,3229.68096,2,Non-peptidic (nucleosides)
10.39918456,3212.380244,2,Non-peptidic (nucleosides)
10.39918456,569.6958422,2,Non-peptidic (nucleosides)
10.62993322,3419.988838,2,Non-peptidic (nucleosides)
10.62993322,3394.037764,2,Non-peptidic (nucleosides)
10.59696913,3381.062227,2,Non-peptidic (nucleosides)
10.69586141,3359.436332,2,Non-peptidic (nucleosides)
10.69586141,3333.485257,2,Non-peptidic (nucleosides)
10.69586141,3307.534183,2,Non-peptidic (nucleosides)
10.69586141,3281.583109,2,Non-peptidic (nucleosides)
10.68487338,3249.865129,2,Non-peptidic (nucleosides)
10.7617896,3225.355781,2,Non-peptidic (nucleosides)
10.7617896,3199.404707,2,Non-peptidic (nucleosides)
10.7617896,3173.453632,2,Non-peptidic (nucleosides)
10.7617896,3147.502558,2,Non-peptidic (nucleosides)
10.7617896,3121.551484,2,Non-peptidic (nucleosides)
10.7617896,3095.600409,2,Non-peptidic (nucleosides)
10.7617896,3069.649335,2,Non-peptidic (nucleosides)
10.7617896,3043.698261,2,Non-peptidic (nucleosides)
10.7617896,3017.747186,2,Non-peptidic (nucleosides)
10.7617896,2991.796112,2,Non-peptidic (nucleosides)
10.7617896,2965.845038,2,Non-peptidic (nucleosides)
10.7617896,2939.893963,2,Non-peptidic (nucleosides)
10.7617896,2913.942889,2,Non-peptidic (nucleosides)
10.7617896,2887.991815,2,Non-peptidic (nucleosides)
10.7617896,2862.04074,2,Non-peptidic (nucleosides)
10.7617896,2836.089666,2,Non-peptidic (nucleosides)
10.7617896,2812.301181,2,Non-peptidic (nucleosides)
10.83870582,2782.745791,2,Non-peptidic (nucleosides)
10.82771779,2749.586085,2,Non-peptidic (nucleosides)
10.82771779,2723.635011,2,Non-peptidic (nucleosides)
10.82771779,2697.683936,2,Non-peptidic (nucleosides)
10.82771779,2671.732862,2,Non-peptidic (nucleosides)
10.82771779,2645.781788,2,Non-peptidic (nucleosides)
10.82771779,2619.830713,2,Non-peptidic (nucleosides)
10.82771779,2593.879639,2,Non-peptidic (nucleosides)
10.82771779,2567.928565,2,Non-peptidic (nucleosides)
10.82771779,2541.97749,2,Non-peptidic (nucleosides)
10.82771779,2516.026416,2,Non-peptidic (nucleosides)
10.82771779,2490.075342,2,Non-peptidic (nucleosides)
10.82771779,2464.124268,2,Non-peptidic (nucleosides)
10.82771779,2438.173193,2,Non-peptidic (nucleosides)
10.82771779,2412.222119,2,Non-peptidic (nucleosides)
10.82771779,2386.271045,2,Non-peptidic (nucleosides)
10.82771779,2360.31997,2,Non-peptidic (nucleosides)
10.82771779,2334.368896,2,Non-peptidic (nucleosides)
10.82771779,2308.417822,2,Non-peptidic (nucleosides)
10.82771779,2282.466747,2,Non-peptidic (nucleosides)
10.82771779,2256.515673,2,Non-peptidic (nucleosides)
10.82771779,2230.564599,2,Non-peptidic (nucleosides)
10.82771779,2204.613524,2,Non-peptidic (nucleosides)
10.82771779,2178.66245,2,Non-peptidic (nucleosides)
10.82771779,2152.711376,2,Non-peptidic (nucleosides)
10.82771779,2126.760301,2,Non-peptidic (nucleosides)
10.82771779,2100.809227,2,Non-peptidic (nucleosides)
10.82771779,2074.858153,2,Non-peptidic (nucleosides)
10.82771779,2048.907078,2,Non-peptidic (nucleosides)
10.82771779,2022.956004,2,Non-peptidic (nucleosides)
10.82771779,1997.00493,2,Non-peptidic (nucleosides)
10.82771779,1971.053855,2,Non-peptidic (nucleosides)
10.82771779,1945.102781,2,Non-peptidic (nucleosides)
10.82771779,1919.151707,2,Non-peptidic (nucleosides)
10.82771779,1893.200632,2,Non-peptidic (nucleosides)
10.82771779,1867.249558,2,Non-peptidic (nucleosides)
10.86068189,1841.298484,2,Non-peptidic (nucleosides)
10.94309212,1808.859641,2,Non-peptidic (nucleosides)
10.92661008,1779.304251,2,Non-peptidic (nucleosides)
10.92661008,1753.353176,2,Non-peptidic (nucleosides)
10.92661008,1727.402102,2,Non-peptidic (nucleosides)
10.92661008,1701.451028,2,Non-peptidic (nucleosides)
10.92661008,1675.499953,2,Non-peptidic (nucleosides)
10.92661008,1649.548879,2,Non-peptidic (nucleosides)
10.92661008,1623.597805,2,Non-peptidic (nucleosides)
10.92661008,1597.646731,2,Non-peptidic (nucleosides)
10.92661008,1571.695656,2,Non-peptidic (nucleosides)
10.92661008,1545.744582,2,Non-peptidic (nucleosides)
10.92661008,1519.793508,2,Non-peptidic (nucleosides)
10.92661008,1493.842433,2,Non-peptidic (nucleosides)
10.92661008,1467.891359,2,Non-peptidic (nucleosides)
10.92661008,1441.940285,2,Non-peptidic (nucleosides)
10.92661008,1415.98921,2,Non-peptidic (nucleosides)
10.92661008,1390.038136,2,Non-peptidic (nucleosides)
10.92661008,1364.087062,2,Non-peptidic (nucleosides)
10.92661008,1338.135987,2,Non-peptidic (nucleosides)
10.92661008,1312.184913,2,Non-peptidic (nucleosides)
10.92661008,1286.233839,2,Non-peptidic (nucleosides)
10.92661008,1260.282764,2,Non-peptidic (nucleosides)
10.92661008,1234.33169,2,Non-peptidic (nucleosides)
10.92661008,1208.380616,2,Non-peptidic (nucleosides)
10.92661008,1182.429541,2,Non-peptidic (nucleosides)
10.92661008,1156.478467,2,Non-peptidic (nucleosides)
10.92661008,1130.527393,2,Non-peptidic (nucleosides)
10.92661008,1104.576318,2,Non-peptidic (nucleosides)
10.92661008,1078.625244,2,Non-peptidic (nucleosides)
10.92661008,1052.67417,2,Non-peptidic (nucleosides)
10.92661008,1026.723096,2,Non-peptidic (nucleosides)
10.92661008,1000.772021,2,Non-peptidic (nucleosides)
10.92661008,974.8209469,2,Non-peptidic (nucleosides)
10.92661008,948.8698726,2,Non-peptidic (nucleosides)
10.92661008,922.9187983,2,Non-peptidic (nucleosides)
10.92661008,896.9677239,2,Non-peptidic (nucleosides)
10.92661008,871.0166496,2,Non-peptidic (nucleosides)
10.89364598,852.9950702,2,Non-peptidic (nucleosides)
10.99253827,822.7188169,2,Non-peptidic (nucleosides)
10.99253827,793.1634267,2,Non-peptidic (nucleosides)
10.99253827,767.2123523,2,Non-peptidic (nucleosides)
10.99253827,741.261278,2,Non-peptidic (nucleosides)
10.99253827,715.3102037,2,Non-peptidic (nucleosides)
10.99253827,689.3591294,2,Non-peptidic (nucleosides)
10.99253827,663.4080551,2,Non-peptidic (nucleosides)
10.99253827,637.4569807,2,Non-peptidic (nucleosides)
10.99253827,611.5059064,2,Non-peptidic (nucleosides)
10.99253827,585.5548321,2,Non-peptidic (nucleosides)
10.99253827,559.6037578,2,Non-peptidic (nucleosides)
10.99253827,533.6526835,2,Non-peptidic (nucleosides)
10.99253827,507.7016092,2,Non-peptidic (nucleosides)
10.99253827,481.7505348,2,Non-peptidic (nucleosides)
10.99253827,455.7994605,2,Non-peptidic (nucleosides)
10.99253827,429.8483862,2,Non-peptidic (nucleosides)
11.02550236,383.713143,2,Non-peptidic (nucleosides)
11.02550236,359.9246582,2,Non-peptidic (nucleosides)
11.05846646,328.9275416,2,Non-peptidic (nucleosides)
11.02550236,305.85992,2,Non-peptidic (nucleosides)
11.02550236,279.9088457,2,Non-peptidic (nucleosides)
11.05846646,409.6642173,2,Non-peptidic (nucleosides)
11.09143055,249.6325923,2,Non-peptidic (nucleosides)
11.12439465,225.1232443,2,Non-peptidic (nucleosides)
11.12439465,200.6138964,2,Non-peptidic (nucleosides)
11.25625103,189.0800856,2,Non-peptidic (nucleosides)
11.32217922,210.7059808,NA,NA
11.4540356,194.4865594,NA,NA
11.59907761,238.3871268,NA,NA
11.51996379,219.3563389,NA,NA
11.73972442,225.1232443,NA,NA
11.86279037,197.7304437,NA,NA
12.0473893,181.8714538,NA,NA
12.24517387,178.9880011,NA,NA
12.44295844,190.5218119,NA,NA
12.64074301,183.3131802,NA,NA
12.83852758,167.4541903,NA,NA
13.03631215,167.4541903,NA,NA
13.23409672,167.4541903,NA,NA
13.44836334,168.5354851,NA,NA
13.6428515,198.5954795,NA,NA
13.58571374,166.012464,NA,NA
13.79448634,189.0800856,NA,NA
13.82745043,164.5707376,NA,NA
14.025235,167.4541903,3,Unknown
14.22301957,167.4541903,3,Unknown
14.43398978,169.1842619,3,Unknown
14.56914257,381.5505534,3,Unknown
14.55266052,351.9951632,3,Unknown
14.55266052,326.0440889,3,Unknown
14.55266052,300.0930146,3,Unknown
14.55266052,274.1419403,3,Unknown
14.55266052,248.190866,3,Unknown
14.55266052,222.2397916,3,Unknown
14.51969643,202.0556227,3,Unknown
14.58562462,413.9893963,3,Unknown
14.61858871,167.4541903,3,Unknown
14.6845169,331.8109943,3,Unknown
14.6845169,305.85992,3,Unknown
14.6845169,279.9088457,3,Unknown
14.6845169,253.9577714,3,Unknown
14.6845169,228.0066971,3,Unknown
14.717481,202.0556227,3,Unknown
14.81637328,168.8959167,3,Unknown
15.0306399,168.5354851,NA,NA
15.22842447,182.592317,NA,NA
15.17897833,160.9664217,NA,NA
15.27787061,260.4455399,NA,NA
15.27787061,230.8901498,NA,NA
15.29984667,204.9390754,NA,NA
15.44269109,219.3563389,NA,NA
15.47565518,190.5218119,NA,NA
15.45917313,163.1290113,NA,NA
15.6899218,168.5354851,NA,NA
15.88440996,175.2395126,NA,NA
15.80529613,158.8038322,NA,NA
16.06900889,181.8714538,NA,NA
16.06900889,160.2455586,NA,NA
16.26679346,178.9880011,NA,NA
16.26679346,158.8038322,NA,NA
16.46457803,167.4541903,NA,NA
16.6623626,167.4541903,NA,NA
16.86014717,167.4541903,NA,NA
17.05793174,167.4541903,NA,NA
17.25571631,167.4541903,NA,NA
17.45350088,167.4541903,NA,NA
17.65128545,167.4541903,NA,NA
17.84907002,170.337643,NA,NA
18.04685459,167.4541903,NA,NA
18.24463916,173.9419589,NA,NA
18.44242373,202.0556227,NA,NA
18.57428011,169.6167798,NA,NA
18.77206468,167.4541903,NA,NA
18.96984925,167.4541903,NA,NA
19.16763382,167.4541903,NA,NA
19.36541839,167.4541903,NA,NA
19.56320296,167.4541903,NA,NA
19.76098753,167.4541903,NA,NA
19.9587721,167.4541903,NA,NA
20.15655666,167.4541903,NA,NA
20.35434123,167.4541903,NA,NA
20.5521258,167.4541903,NA,NA
20.74991037,167.4541903,NA,NA
20.94769494,167.4541903,NA,NA
21.14547951,167.4541903,NA,NA
21.34326408,167.4541903,NA,NA
21.54104865,167.4541903,NA,NA
21.73883322,169.6167798,NA,NA
21.93661779,186.1966329,NA,NA
21.8706896,163.1290113,NA,NA
22.13440236,189.0800856,NA,NA
22.33218693,186.1966329,NA,NA
22.47722895,166.5891545,NA,NA
22.66182788,167.4541903,NA,NA
22.85961245,167.4541903,NA,NA
23.05739702,167.4541903,NA,NA
23.25518159,167.4541903,NA,NA
23.45296616,167.4541903,NA,NA
23.65075073,171.7793694,NA,NA
23.8485353,191.9635383,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.06280192,208.5433913,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.25729008,238.3871268,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.17817625,215.0311599,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.31003263,308.0225095,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.31003263,277.025393,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.44188901,685.0339503,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.44188901,490.4008929,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.40892491,461.5663659,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.40892491,435.6152916,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.40892491,409.6642173,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.40892491,383.713143,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.41991295,351.9951632,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.37596082,331.8109943,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.5078172,744.1447307,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.4748531,712.426751,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.4748531,643.2238862,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.4748531,617.2728118,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.4748531,591.3217375,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.4748531,565.3706632,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.4748531,539.4195889,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.4748531,513.4685146,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.57374539,1050.872012,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.54078129,1015.189285,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.54078129,989.2382104,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.54078129,963.2871361,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.54078129,937.3360618,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.54078129,911.3849874,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.54078129,885.4339131,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.54078129,859.4828388,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.54078129,833.5317645,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.54078129,807.5806902,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.54078129,781.6296158,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.5078172,764.3288996,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.63967358,1297.76765,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.60670948,1266.04967,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
24.60670948,1240.098595,4,"3FTx <br> Short neurotoxin-1, D. polylepis; P01416 <br> BPTI/Kunitz inhibitor <br> Dendrotoxin-delta, D. angusticeps; P00982"
